name,comment_count,comment_star,comment_description,cus_comment
,,40,口味：很好 环境：很好 服务：很好 人均：10元,考完试就想吸杯一点点😃。。估计是工作日的晚上，也有可能太冷了，居然没有什么人排队，买单到拿到饮料没有超过五分钟，超开熏！。。依旧波霸奶绿三分糖，波霸有嚼劲，茶味比奶味重。喜欢，希望晚上能睡得着😗。。不排队的一点点是好一点点
,,10,口味：差 环境：差 服务：差 人均：0元,差评，差评，差评，差评，差评，非常气愤的消费，食物有毒，一共五个人，全部喝了有问题，而且反应紧随其后，有的腹泻，有的电影看完当场呕吐，一点点饮料喝过很多次，每次点的都是那几款，这次一开始喝就一股不一样的味道，尤其喝到中间非常酸，馊味很大，其中一个人喝了没几口就没喝，然后一样非常反胃，平常肠胃比较好，就算去餐厅吃饭别人拉肚子自己也不会，但是这次是一样中招，发货也是发错，要的一杯冰的，其他全部常温，结果常温和冰的没有任何区别，还告知冰的和常温的确是一样的，excuse me？开什么玩笑？事发当天打电话告知食物有问题对方也完全不否认，说话吞吞吐吐，一味的表示那怎么办呢？那怎么办呢？建议大家选择一点点不要去这家，产品质量有问题，我要去食品药品监督局举报你们检查卫生及产品质量情况
,,30,口味：好 环境：好 服务：好 人均：0元,要不是冬天太冷，。真的不会喝奶茶。。以前是超爱喝一点点的。。后来觉得还是会胖就不想喝了。。最近天冷的很，。还是想喝一杯暖暖的奶茶。。正好在附近逛街，。今日之选是四季奶青，。要的无糖的。。建议大家还是加糖比较好，。无糖的确实有点难喝～
,,30,口味：很好 环境：好 服务：好 人均：15元,实在没搞懂为啥每次来都那么多人……可以从中午一直排到晚饭的饭点，难得今天带病坚持想喝杯奶茶呢……喜欢他家的乌龙玛奇朵，调味有独到之处，微甜也能沁人心脾。当然喝奶茶还是要节制一些，难得过一下口瘾就好了。接下来继续喝药= =
,,40,口味：很好 环境：很好 服务：很好 人均：0元,地铁站出来一点点就到了，位置很好找！。这家店就是人多，特别是周末！今天还好没等多久...。喝一点点只喝“乌龙奶茶➕波霸  七分甜或五分糖”或者“红茶玛奇朵 七分甜或五分糖”。冰激凌红茶也很灵，但是夏天喝会比较爽～。😋
1点点(新会店),70条,30,口味：好 环境：很好 服务：好 人均：0元,在亚新生活广场后面，如果不走这条路又不查点评，真不知道这里还有个一点点。。。这家是直营店，生意很好，而且很干净。记得当时出了个百香三重奏，新品推荐就试了下口味，真的满难喝的，没百香果味道，大概想模仿coco那个，却很失败，人家是带籽的，它应该是成本问题没的，全是蜂蜜水味道，反正怪怪的。开始以为可能工作人员还没上手，想到其它店试试味道，结果只有直营店才有，好吧，等了几天全店都上新了，没想到还是一样难喝，终于放弃了！奇怪的是为什么这么久了还在推，赶紧下架吧！
,,40,口味：很好 环境：很好 服务：很好 人均：16元,在亚新广场看电影，老规矩还是要看电影之前买一杯奶茶，过过嘴瘾！这家一点点就在亚新广场后面，生意非常好，外卖也很多，需要排队！虽然一点点的品种很多，但是爱喝的还是那几款，波霸奶茶和红茶玛奇朵哈，三分甜，去冰，中杯！刚刚好！这里的波霸真的很有嚼劲，玛奇朵也很不错，不过有时候吃容易腻！价格也算亲民，比较实惠！服务也算可以，就是比较忙碌哈！
,,50,口味：非常好 环境：非常好 服务：非常好 人均：0元,爱喝奶茶的不要错过呀～。[爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心][爱心]。一点点已经遍布全国各地，路上溜达的时候发现这家店，也不用排队，怎么能不去试试呢。看着招牌和大家推荐的，选了大杯的波霸奶茶和乌龙茶，非常解渴！比小杯的划算。店面不大，工作人员都好忙碌呀！供不应求的感觉。
,,40,口味：很好 环境：很好 服务：很好 人均：15元,上海好像哪里的一点点都要排好长的队。这里一样，排了有大概二十分钟吧，不过好在一边等车一边等茶喽。点了红茶玛奇朵和波霸奶茶，七分糖，没有那么甜，中杯刚刚好，大杯喝不动的。。温馨提示：他家的茶一定用的还不错，不能晚上喝，睡不着觉的。反正经常路过，买上一杯喝喝嘛蛮好
,,40,口味：很好 环境：很好 服务：非常好 人均：14元,一点点对于我来说就像是水，别的饮料喝得再多也不会忘记喝水。有段时间没买了，长寿路出来正好有家一点点，果不其然又在排队，他们家不像网红店，红过一阵，他们家都是固定客源，奶茶店做成这样真的是不容易，靠口碑一点点稳定。点了杯波霸奶绿，味道么还是老样子不错的，波霸也是老样子好吃有嚼劲。只是这么热的天，真的里面空调么吹不到，外面等奶茶真的是可怜巴巴，我就在那里不来不去，热死了~。拿到奶茶赶紧去亚新吹空调！
,,40,口味：很好 环境：好 服务：很好,排队，排队，下单要排队，叫号要排队，等出茶也要排队，永远是排队。奶茶铺能做到这个程度，绝对是算成功了，这家不像是其他别的网红店，一轰完事，它能自开张以来始终保持这些客源，足以说明其食材的品质了，我反正是一惯的忠粉了，超喜欢！
,,50,口味：非常好 环境：非常好 服务：非常好 人均：20元,在宽宽的马路边上，有着两排大大的茂密的法国梧桐树，吹着微微的暖风，握杯一点点的热奶茶，是什么感觉呢？恰意！。一点点，喝了好几年了，说不上有多么的喜欢，但众多品牌中，还是习惯喝一点点，推荐波霸奶茶、红茶玛奇朵；红茶玛奇朵中的奶盖有点甜、个人觉得摇摇均匀后口感会更好！。奶茶买好了，带着奶茶，南京西路 梧桐树下逛马路去
,,50,口味：非常好 环境：很好 服务：非常好 人均：0元,这家一点点也开了很多年，应该是生意最好的奶茶店了吧～亚新广场这一带小吃超多，也是我经常来逛的地方，一般一杯一点点➕对面豪大大鸡排的凉粉是标配，老公在还会➕手抓饼和鸡排，然后去亚新四楼看电影现在开始要少喝奶茶，要和除了恋暖初茶外，也就一点点了。
,,30,口味：好 环境：好 服务：差 人均：10元,又一次又一次没有给我料多…是打的感叹号不够多还是不认识料多两个字？？？？省几颗波霸给你们打一个中评对你们是合算的吗？好了我要唧唧歪歪100字了，和这个茶就是为了嚼珍珠知道吗？一个下午就靠嚼珍珠减肥了知道吗？毁了两个妹子的午饭
,,40,口味：很好 环境：很好 服务：很好 人均：15元,去亚新看一出好戏，在楼下点的一点点，结果这个1点点有点让人失望，没有以前的好喝，好像含茶率还挺高，晚上有点失眠，不知道说什么好，就是有点不愉快的体验，。其实1点点还不错，一直在喝，价格也便宜，但是奶茶要少喝，小伙伴们自己看着办吧。。
,,40,口味：很好 环境：好 服务：很好 人均：0元,一点点奶茶，开到哪里，永远是排队，下单排队，取茶排队，而且不管啥时候，中午也好，下午包括晚上经过，很少会有不用等的事情。究其原因，本人认为还是奶茶味比较纯正，口感恰到其份，用料地道，没有添加剂，能满足大众的口味。
,,50,口味：非常好 环境：很好 服务：非常好,中午叫的外卖。没喝前:奶茶香精味太中喝过胃里不舒服。喝过:就是这个味，一点点甜，浓浓的奶香味，最爱的红豆，再来点珍珠，QQ豆香，奶鲜，哇塞，改变了，奶茶在我心里的地位，真的是步步高升。以后同事叫外卖，就这个味了，红豆QQ奶茶，再放点鲜奶，正常甜。
,,50,口味：非常好 环境：很好 服务：非常好 人均：14元,奶茶喝的最多的就是一点点了，刚开始接触一点点时在3年前吧。喝的第一杯决定不错呢！怎么会这么好喝呢、茶跟奶配的刚刚好！。服务：超级热情的，欢迎光临、谢谢光临都是异口同声说的！声音也超大。环境：环境就一般般了，在马路边上、太阳大的时候 晒的不得了；
,,10,口味：好 环境：好 服务：一般,买了很多次，最近身体不适合喝冷的选择了红茶玛奇朵去冰，结果有冰，最后拿到手的还是冰的，从来没有那么不满过！我怎么喝？说了不能喝冷的，你给我还是个冷冻的，这都秋天了好吗？以前买也没这样舍得给冰水啊……红茶玛奇朵绝对不是这样的，从前的口感都是温温的，这么冰喝个鬼吧？整个只能扔掉什么咯，服务业的不是应该有点眼色吗？说了不要冰不能喝冰的，还强词夺理，又不忙又没有别的客人，从此一生黑绝对不再买
,,50,口味：非常好 环境：非常好 服务：非常好 人均：16元,💞说起“一点点”么，真是有点噩梦般得赶脚！。给大家解释一下为什么有这么一说，因为每次喝了一点点准失眠周六下午逛街的时候经过一点点店，毫不犹豫的点了一杯奶茶，你们猜怎么着，结果一夜没睡着，至第二天早上7点多的时候睡衣来了，即使这样，今天下午我又喝了一杯，不过这次喝的是它家的新品叫百香果什么来着，忘记了，味道还不错，值得一试哦！希望晚上能有一个好梦！
,,50,口味：非常好 环境：非常好 服务：很好 人均：0元,朋友在这边做指甲，等着也是等着就想说到楼上买杯奶茶！大众点评查查看附近有没有一点点[呲牙][呲牙][呲牙]欸……找到了[调皮][调皮][调皮]过去看看，嗯嗯……店面挺大的，来一杯我的最爱～波霸加奶霜[呲牙][呲牙][呲牙]恩，没什么人应该挺快的，在门口等会，不一会就做好了，先吸下奶霜，嗯嗯嗯……不错
